# Program:featureCounts v1.6.2; Command:"../tools/subread-1.6.2-Linux-x86_64/bin/featureCounts" "-p" "-T" "8" "-t" "exon" "-g" "gene_id" "-a" "../reference/s288c_e.gff" "-o" "../featurecount/counts.txt" "SRR453566.sorted.bam" "SRR453567.sorted.bam" "SRR453568.sorted.bam" "SRR453569.sorted.bam" "SRR453570.sorted.bam" "SRR453571.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR453566.sorted.bam	SRR453567.sorted.bam	SRR453568.sorted.bam	SRR453569.sorted.bam	SRR453570.sorted.bam	SRR453571.sorted.bam
gene_0347	NC_001134.8	480435	480923	-	489	180	222	152	159	207	274
gene_0348	NC_001134.8	481364	483367	-	2004	3512	5056	3621	1698	1901	2494
gene_0349	NC_001134.8	483970	484503	-	534	662	800	524	354	368	524
gene_0350	NC_001134.8	484742	486691	-	1950	304	365	282	233	239	313
gene_0351	NC_001134.8	487199	488380	-	1182	374	447	333	258	308	360
gene_0352	NC_001134.8	488905	490392	-	1488	957	1011	740	1729	2103	2609
gene_0353	NC_001134.8	490850	491056	+	207	501	490	364	254	245	361
gene_0354	NC_001134.8	491269	492822	-	1554	2488	3489	2681	1570	1906	2356
gene_0355	NC_001134.8	493081	494115	-	1035	53	58	39	77	102	115
gene_0356	NC_001134.8	494353	495339	-	987	284	327	218	203	238	276
gene_0357	NC_001134.8	495592	496869	-	1278	433	573	425	146	190	200
gene_0358	NC_001134.8	497163	499277	+	2115	160	195	136	83	90	126
gene_0359	NC_001134.8	499652	501442	-	1791	117	122	60	296	318	413
gene_0360	NC_001134.8	501804	504287	-	2484	570	846	585	334	319	351
gene_0361	NC_001134.8	504854	505306	+	453	232	294	213	176	180	270
gene_0362	NC_001134.8	505668	512774	+	7107	221	317	222	255	257	347
gene_0363	NC_001134.8	513044	513583	+	540	223	253	170	235	320	391
gene_0364	NC_001134.8	513762	515336	-	1575	116	116	108	146	171	207
gene_0365	NC_001134.8	515664	517190	+	1527	316	424	263	581	779	889
gene_0366	NC_001134.8	517350	526628	-	9279	892	1262	869	947	1253	1392
gene_0367	NC_001134.8	527025	528038	-	1014	116	162	119	76	87	100
gene_0368	NC_001134.8	528317	530638	+	2322	665	993	803	255	295	396
gene_0369	NC_001134.8	530869	532182	-	1314	2364	3252	2460	1095	1431	1686
gene_0370	NC_001134.8	533235	533549	-	315	3	2	1	2	2	2
gene_0371	NC_001134.8	533762	534817	+	1056	425	507	380	248	254	352
gene_0372	NC_001134.8	535260	536096	+	837	850	951	703	524	564	809
gene_0373	NC_001134.8	536575	537465	+	891	197	281	198	355	482	591
gene_0374	NC_001134.8	537876	539705	+	1830	49	60	55	79	90	137
gene_0375	NC_001134.8	539987	541021	+	1035	688	799	567	1999	2449	3041
gene_0376	NC_001134.8	541209	544493	-	3285	225	233	175	283	347	448
gene_0377	NC_001134.8	545028	545978	+	951	695	896	620	461	577	724
gene_0378	NC_001134.8	546376	547251	+	876	108	156	118	99	101	130
gene_0379	NC_001134.8	547460	548194	+	735	151	210	130	125	129	158
gene_0380	NC_001134.8	548362	549009	-	648	876	1205	848	347	420	541
gene_0381	NC_001134.8	549771	550928	+	1158	399	554	387	158	227	274
gene_0382	NC_001134.8	551104	553200	-	2097	197	217	152	103	137	159
gene_0383	NC_001134.8	553543	554310	-	768	144	167	119	682	1235	1592
gene_0384	NC_001134.8	556549	558198	+	1650	1017	1507	1122	665	868	993
gene_0385	NC_001134.8	558685	559728	+	1044	1198	1636	1087	467	568	717
gene_0386	NC_001134.8	560078	560974	+	897	332	342	323	264	342	429
gene_0387	NC_001134.8	561634	562764	+	1131	216	249	176	82	101	134
gene_0388	NC_001134.8	563203	564570	-	1368	3969	5202	3697	2250	2398	2996
gene_0389	NC_001134.8	565231	565428	+	198	650	733	476	247	255	372
gene_0390	NC_001134.8	565723	567480	+	1758	270	368	223	149	200	215
gene_0391	NC_001134.8	567875	568426	-	552	592	776	488	310	305	457
gene_0392	NC_001134.8	568852	569685	+	834	199	223	167	134	199	214
gene_0393	NC_001134.8	569842	571200	-	1359	425	601	488	344	367	525
gene_0394	NC_001134.8	571468	571890	-	423	84	99	73	121	148	186
gene_0395	NC_001134.8	572371	573612	+	1242	152	199	147	174	230	265
gene_0396	NC_001134.8	573915	575996	-	2082	186	162	114	2042	3429	4434
gene_0397	NC_001134.8	576344	578086	-	1743	421	590	435	487	561	718
gene_0398	NC_001134.8	578364	578984	+	621	518	732	514	307	315	418
gene_0399	NC_001134.8	579150	581372	-	2223	737	955	704	385	499	623
gene_0400	NC_001134.8	581726	582172	-	447	610	689	538	578	615	897
gene_0401	NC_001134.8	582408	583355	+	948	269	361	255	75	101	104
gene_0402	NC_001134.8	583720	584658	+	939	200	264	202	130	149	194
gene_0403	NC_001134.8	584807	586162	-	1356	1172	1603	1175	660	781	950
gene_0404	NC_001134.8	586547	589114	-	2568	438	625	481	461	615	642
gene_0405	NC_001134.8	589741	591459	+	1719	29	34	35	26	24	25
gene_0406	NC_001134.8;NC_001134.8	591712;592769	592416;592774	-;-	711	6355	9233	6586	1946	2409	3408
gene_0407	NC_001134.8	593506	594864	-	1359	54	66	50	51	53	89
gene_0408	NC_001134.8	595361	595555	-	195	8	11	4	3	5	4
gene_0409	NC_001134.8	596115	597065	+	951	142	116	91	120	106	222
gene_0410	NC_001134.8	597363	598934	+	1572	61	76	56	50	67	89
gene_0411	NC_001134.8	599123	599959	-	837	286	333	229	224	302	354
gene_0412	NC_001134.8;NC_001134.8	600553;602217	602103;602360	+;+	1695	53	60	37	39	52	74
gene_0413	NC_001134.8	602634	603476	+	843	1057	1422	1124	364	410	549
gene_0414	NC_001134.8	603685	604107	-	423	101	111	82	93	169	174
gene_0415	NC_001134.8;NC_001134.8	604508;604928	604514;605508	+;+	588	9646	13246	10203	2252	2734	3757
gene_0416	NC_001134.8;NC_001134.8	606270;606669	606280;607140	+;+	483	6561	8904	6612	1613	1999	2762
gene_0417	NC_001134.8	607652	608785	+	1134	428	524	383	163	227	290
gene_0418	NC_001134.8	609082	609753	-	672	114	167	154	128	173	204
gene_0419	NC_001134.8	610038	610409	+	372	71	91	62	66	82	98
gene_0420	NC_001134.8	610614	611882	-	1269	172	236	173	168	180	220
gene_0421	NC_001134.8	612236	613900	-	1665	7308	9720	7480	3306	4776	5982
gene_0422	NC_001134.8	614024	614173	-	150	11	7	9	3	8	7
gene_0423	NC_001134.8	614526	614630	-	105	12	17	8	7	6	7
gene_0424	NC_001134.8	615203	615856	-	654	180	235	195	164	152	188
gene_0425	NC_001134.8	616127	618523	-	2397	667	926	697	406	510	614
gene_0426	NC_001134.8	618909	620303	+	1395	1043	1329	846	748	958	1267
gene_0427	NC_001134.8	620872	622527	+	1656	379	460	353	362	373	480
gene_0428	NC_001134.8	622983	623147	+	165	2	0	0	3	4	6
gene_0429	NC_001134.8	623576	624211	+	636	123	189	97	105	99	162
gene_0430	NC_001134.8	624493	624696	-	204	17	23	7	69	70	85
gene_0431	NC_001134.8	625772	628309	+	2538	512	723	558	546	641	748
gene_0432	NC_001134.8	629168	631942	+	2775	127	118	71	339	522	660
gene_0433	NC_001134.8	632254	633381	-	1128	202	249	177	251	340	361
gene_0434	NC_001134.8	633622	634836	+	1215	760	1083	703	318	397	491
gene_0435	NC_001134.8	635146	636543	+	1398	637	916	520	584	730	1005
gene_0436	NC_001134.8	636703	642210	-	5508	485	654	474	681	890	1161
gene_0437	NC_001134.8	642583	642900	+	318	45	53	23	79	67	87
gene_0438	NC_001134.8	643007	643078	-	72	0	1	1	5	4	4
gene_0439	NC_001134.8	645167	645238	+	72	0	0	1	7	8	7
gene_0440	NC_001134.8	645550	645978	+	429	225	290	172	91	86	121
gene_0441	NC_001134.8	646158	647132	-	975	164	168	115	101	118	158
gene_0442	NC_001134.8	647886	649904	+	2019	477	637	464	974	1221	1423
gene_0443	NC_001134.8	650368	651192	+	825	413	530	393	118	152	227
gene_0444	NC_001134.8	651415	652998	+	1584	216	234	157	1000	1253	1519
gene_0445	NC_001134.8;NC_001134.8	653356;653453	653368;655317	+;+	1878	283	392	291	241	282	354
gene_0446	NC_001134.8	655576	657600	-	2025	349	470	301	335	398	477
gene_0447	NC_001134.8	657832	658392	+	561	88	129	65	82	98	114
gene_0448	NC_001134.8	658707	662249	-	3543	2240	3369	2539	2349	2785	3254
gene_0449	NC_001134.8;NC_001134.8	662499;663003	662581;663303	-;-	384	4	5	4	1	1	2
gene_0450	NC_001134.8	662995	664677	-	1683	342	465	329	187	184	238
gene_0451	NC_001134.8	665153	666253	-	1101	2275	3067	2225	1936	2469	3127
gene_0452	NC_001134.8	666538	666642	+	105	0	0	1	0	0	4
gene_0453	NC_001134.8	666720	668351	-	1632	312	371	279	950	1163	1293
gene_0454	NC_001134.8	668663	670297	-	1635	120	138	98	129	181	198
gene_0455	NC_001134.8	670627	673329	+	2703	182	238	180	254	335	411
gene_0456	NC_001134.8	673572	675134	-	1563	573	737	548	292	374	523
gene_0457	NC_001134.8	675313	676227	+	915	126	129	92	106	152	165
gene_0458	NC_001134.8	676357	679221	-	2865	517	762	511	407	501	624
gene_0459	NC_001134.8;NC_001134.8	679549;680040	679942;680050	-;-	405	208	208	162	1919	2200	2770
gene_0460	NC_001134.8	680362	680562	+	201	95	106	61	159	146	240
gene_0461	NC_001134.8	680688	681862	-	1175	113	98	60	138	148	126
gene_0462	NC_001134.8	682179	683090	-	912	218	300	221	258	310	357
gene_0463	NC_001134.8	683428	684669	+	1242	194	300	223	166	202	314
gene_0464	NC_001134.8	684977	685261	+	285	181	232	146	91	97	134
gene_0465	NC_001134.8	685438	686592	-	1155	795	1057	780	524	590	713
gene_0466	NC_001134.8	686901	690263	+	3363	455	570	400	356	408	499
gene_0467	NC_001134.8	690383	691693	-	1311	460	571	467	330	382	441
gene_0468	NC_001134.8	691969	694518	+	2550	328	423	326	329	403	490
gene_0469	NC_001134.8	695107	697302	-	2196	180	339	251	45	66	92
gene_0470	NC_001134.8	698354	699943	-	1590	113	165	127	54	55	56
gene_0471	NC_001134.8	700490	701842	-	1353	33	32	32	53	89	111
gene_0472	NC_001134.8	702589	704055	-	1467	146	128	110	580	819	1044
gene_0473	NC_001134.8	704670	705386	+	717	332	376	264	169	194	282
gene_0474	NC_001134.8	705447	706793	-	1347	391	583	406	217	201	309
gene_0475	NC_001134.8	707528	708016	+	489	112	130	126	55	58	101
gene_0476	NC_001134.8	708150	711539	-	3390	539	835	605	402	498	652
gene_0477	NC_001134.8	711591	712754	+	1164	305	337	338	157	194	230
gene_0478	NC_001134.8	713004	714455	-	1452	671	791	645	241	286	428
gene_0479	NC_001134.8	714807	716465	-	1659	1607	2296	1762	709	767	1042
gene_0480	NC_001134.8	716882	717994	-	1113	2554	3582	2778	1507	1956	2324
gene_0481	NC_001134.8	719033	720604	+	1572	24	27	18	26	34	46
gene_0482	NC_001134.8	721390	722313	+	924	296	388	294	236	265	340
gene_0483	NC_001134.8	722611	723054	+	444	395	449	370	145	172	206
gene_0484	NC_001134.8	723270	723635	+	366	136	148	120	83	76	104
gene_0485	NC_001134.8	723736	724263	-	528	164	233	150	95	103	113
gene_0486	NC_001134.8	724456	726540	+	2085	214	268	216	212	244	337
gene_0487	NC_001134.8;NC_001134.8	726618;727012	726917;727074	-;-	363	124	136	99	276	301	388
gene_0488	NC_001134.8	727386	728102	-	717	756	1097	763	672	868	1037
gene_0489	NC_001134.8	728885	729724	+	840	114	191	134	130	173	234
gene_0490	NC_001134.8	729734	730162	-	429	61	90	47	37	48	62
gene_0491	NC_001134.8	730387	732453	+	2067	185	196	211	174	172	201
gene_0492	NC_001134.8	732639	734639	-	2001	290	437	298	262	268	372
gene_0493	NC_001134.8	734832	735530	-	699	380	493	360	142	175	216
gene_0494	NC_001134.8	735720	736040	-	321	250	285	184	241	272	381
gene_0495	NC_001134.8	736264	737736	+	1473	1207	1660	1247	769	887	1136
gene_0496	NC_001134.8	737770	738369	-	600	86	117	79	96	94	144
gene_0497	NC_001134.8	738582	739544	+	963	351	480	383	307	405	474
gene_0498	NC_001134.8	739841	741022	+	1182	560	593	534	318	350	487
gene_0499	NC_001134.8	741299	741616	+	318	262	281	175	126	125	192
gene_0500	NC_001134.8	742160	742576	-	417	182	202	138	529	526	803
gene_0501	NC_001134.8	742761	744398	-	1638	80	77	67	94	103	137
gene_0502	NC_001134.8	744852	746111	+	1260	180	273	217	75	102	136
gene_0503	NC_001134.8	746361	747803	-	1443	283	339	251	285	346	447
gene_0504	NC_001134.8	748061	749371	-	1311	374	492	346	469	549	719
gene_0505	NC_001134.8	749594	751177	+	1584	210	331	224	181	238	245
gene_0506	NC_001134.8	751356	757106	-	5751	737	1055	767	572	576	796
gene_0507	NC_001134.8	757620	760043	-	2424	697	1054	719	456	538	650
gene_0508	NC_001134.8	760294	760899	+	606	180	214	149	174	234	299
gene_0509	NC_001134.8	761257	762594	+	1338	712	926	688	415	456	597
gene_0510	NC_001134.8	762784	764697	-	1914	139	175	115	434	653	810
gene_0511	NC_001134.8	764970	767606	-	2637	523	759	592	360	460	488
gene_0512	NC_001134.8	768240	768680	+	441	279	332	234	195	220	309
gene_0513	NC_001134.8	768943	770415	-	1473	2432	3377	2320	957	1037	1314
gene_0514	NC_001134.8	771239	773632	+	2394	68	100	59	94	123	133
gene_0515	NC_001134.8	773922	774356	+	435	17	14	5	164	220	279
gene_0516	NC_001134.8	774700	776313	+	1614	2487	3519	2450	2143	2455	2974
gene_0517	NC_001134.8	776571	777854	+	1284	736	938	722	452	546	663
gene_0518	NC_001134.8	778012	779463	-	1452	315	486	350	177	215	310
gene_0519	NC_001134.8	779667	782384	+	2718	294	404	292	249	302	415
gene_0520	NC_001134.8	782591	783556	+	966	443	542	355	327	435	549
gene_0521	NC_001134.8	783673	784572	-	900	1346	1931	1435	406	461	607
gene_0522	NC_001134.8	784702	785073	-	372	14	11	11	17	12	15
gene_0523	NC_001134.8	787006	788430	+	1425	220	271	180	216	205	213
gene_0524	NC_001134.8	789235	791814	+	2580	1642	2629	1898	3205	3413	4403
gene_0525	NC_001134.8	792849	796499	+	3651	248	321	184	542	721	832
gene_0526	NC_001134.8	796798	798522	-	1725	177	39	15	233	155	170
gene_0527	NC_001134.8	800123	800242	-	120	2	2	0	13	10	6
gene_0528	NC_001134.8	800523	801929	+	1407	318	380	255	483	572	631
gene_0529	NC_001134.8	802631	804475	-	1845	259	249	172	1152	1283	1631
gene_0530	NC_001134.8	805035	805256	-	222	2	4	1	2	4	3
gene_0531	NC_001134.8	805351	807105	+	1755	37	51	32	647	638	731
gene_0532	NC_001134.8	809057	809419	+	363	3	3	3	4	4	1
gene_0533	NC_001134.8	810340	811479	-	1140	24	26	19	20	16	16
gene_0534	NC_001135.5	2126	2566	+	441	0	0	0	0	0	0
gene_0535	NC_001135.5	2824	3750	+	927	1	1	0	0	0	0
gene_0536	NC_001135.5	6479	8326	-	1848	2	0	4	5	3	6
gene_0537	NC_001135.5	9706	11082	+	1377	0	1	1	2	2	1
gene_0538	NC_001135.5	11503	12285	-	783	0	1	0	5	3	1
gene_0539	NC_001135.5	12386	13018	-	633	0	0	0	0	0	0
gene_0540	NC_001135.5	13282	13809	+	528	0	0	0	0	0	0
gene_0541	NC_001135.5	15798	16880	-	1083	42	48	48	118	156	129
gene_0542	NC_001135.5	17290	18561	+	1272	388	525	356	192	212	283
gene_0543	NC_001135.5	18816	22106	-	3291	349	550	371	286	320	449
gene_0544	NC_001135.5	22429	23379	-	951	611	841	634	247	330	419
gene_0545	NC_001135.5	23523	23981	-	459	12	12	10	19	12	14
gene_0546	NC_001135.5	23584	23925	+	342	0	0	0	0	0	0
gene_0547	NC_001135.5	24032	24325	-	294	481	594	464	497	568	759
gene_0548	NC_001135.5	24768	26906	+	2139	1286	1760	1287	949	1167	1325
gene_0549	NC_001135.5	26925	27359	-	435	163	174	116	179	176	273
gene_0550	NC_001135.5	27929	28936	+	1008	283	372	255	244	346	459
gene_0551	NC_001135.5	30910	30996	+	87	149	179	79	113	87	128
gene_0552	NC_001135.5	31449	33974	+	2526	1195	1590	1259	407	460	770
gene_0553	NC_001135.5	34143	35393	-	1251	354	482	341	500	574	755
gene_0554	NC_001135.5	35865	37616	+	1752	196	278	193	182	231	271
gene_0555	NC_001135.5	37836	38801	-	966	1079	1394	1006	565	751	940
gene_0556	NC_001135.5	39786	40724	-	939	276	285	208	215	268	312
gene_0557	NC_001135.5	41488	41727	+	240	10	5	2	162	370	522
gene_0558	NC_001135.5	42165	43556	+	1392	10	6	5	23	37	36
gene_0559	NC_001135.5	43661	44437	-	777	202	229	160	122	131	214
gene_0560	NC_001135.5	44623	46905	-	2283	1217	1878	1409	608	840	969
gene_0561	NC_001135.5	47111	48364	-	1254	300	368	239	274	330	378
gene_0562	NC_001135.5	48653	50221	-	1569	5096	6672	4803	2383	2907	3442
gene_0563	NC_001135.5	50584	50943	+	360	8	9	6	5	0	13
gene_0564	NC_001135.5	50838	52340	+	1503	694	443	298	3936	4469	5543
gene_0565	NC_001135.5	52645	54882	+	2238	245	332	223	379	472	532
gene_0566	NC_001135.5	54941	56527	-	1587	178	201	140	243	344	430
gene_0567	NC_001135.5	57374	58678	-	1305	104	136	84	21	24	38
gene_0568	NC_001135.5	59026	60726	+	1701	329	439	363	97	128	200
gene_0569	NC_001135.5	60841	61173	-	333	555	648	487	658	854	1102
gene_0570	NC_001135.5	61658	62722	+	1065	539	682	520	479	492	703
gene_0571	NC_001135.5	62776	63282	-	507	149	170	115	246	277	420
gene_0572	NC_001135.5	63441	64481	+	1041	179	212	181	248	280	383
gene_0573	NC_001135.5	64675	65568	-	894	626	848	626	364	428	594
gene_0574	NC_001135.5	65934	68333	-	2400	6533	9465	7585	2924	3286	3845
gene_0575	NC_001135.5	68599	69921	-	1323	279	334	259	217	240	333
gene_0576	NC_001135.5	70150	71367	+	1218	513	663	489	575	584	715
gene_0577	NC_001135.5	71803	73341	+	1539	93	111	64	46	65	80
gene_0578	NC_001135.5	73405	73986	-	582	83	76	57	99	103	122
gene_0579	NC_001135.5	74704	75285	-	582	20	16	9	3	5	7
gene_0580	NC_001135.5	76018	77919	-	1902	830	520	346	365	220	245
gene_0581	NC_001135.5	79162	82275	+	3114	331	446	360	284	345	519
gene_0582	NC_001135.5	82462	82533	-	72	1	3	0	1	1	1
gene_0583	NC_001135.5	83620	83997	+	378	52	75	40	18	24	34
gene_0584	NC_001135.5	85102	90415	+	5314	215	279	186	115	101	105
gene_0585	NC_001135.5	85102	86418	+	1317	0	0	0	0	0	0
gene_0586	NC_001135.5;NC_001135.5	90859;90929	90896;90972	+;+	82	5	4	0	4	0	3
gene_0587	NC_001135.5	91324	92418	+	1095	4203	5697	4299	1680	1926	2651
gene_0588	NC_001135.5	92777	94270	-	1494	683	902	649	643	850	1033
gene_0589	NC_001135.5	94621	95763	-	1143	158	206	144	168	189	224
gene_0590	NC_001135.5	96281	101191	+	4911	523	781	542	384	441	519
gene_0591	NC_001135.5;NC_001135.5	101317;101701	101633;101788	-;-	405	92	98	62	164	243	323
gene_0592	NC_001135.5	102075	103358	-	1284	1264	1693	1252	655	697	976
gene_0593	NC_001135.5	103571	104350	-	780	347	441	355	261	274	354
gene_0594	NC_001135.5	104619	105548	-	930	2070	2745	2187	1604	1802	2358
gene_0595	NC_001135.5	105696	106853	-	1158	211	304	268	209	194	259
gene_0596	NC_001135.5;NC_001135.5;NC_001135.5	107023;107111;107288	107033;107191;107417	+;+;+	222	478	539	427	228	237	336
gene_0597	NC_001135.5	107504	107712	-	209	28	39	27	22	16	22
gene_0598	NC_001135.5	108021	108791	+	771	211	289	200	100	109	137
gene_0599	NC_001135.5	109105	110670	+	1566	135	169	141	110	143	153
gene_0600	NC_001135.5;NC_001135.5	110808;111634	111557;111675	-;-	792	290	344	278	134	154	192
gene_0601	NC_001135.5	111916	112482	+	567	530	737	422	340	385	482
gene_0602	NC_001135.5	113080	113541	+	462	11	22	10	18	13	16
gene_0603	NC_001135.5	113770	114024	+	255	11	20	13	22	30	38
gene_0604	NC_001135.5	115685	115999	+	315	21	28	15	14	27	39
gene_0605	NC_001135.5	117380	118348	-	969	566	730	501	461	482	655
gene_0606	NC_001135.5	118620	119171	+	552	443	548	292	191	223	295
gene_0607	NC_001135.5	119575	120318	-	744	957	1174	843	2016	2188	2865
gene_0608	NC_001135.5	120946	122328	-	1383	4224	5493	3687	1596	1430	1896
gene_0609	NC_001135.5	122530	123003	-	474	21	12	12	55	59	87
gene_0610	NC_001135.5	123577	123648	-	72	6	6	5	11	5	15
gene_0611	NC_001135.5	126011	126730	-	720	59	60	45	134	95	107
gene_0612	NC_001135.5	127716	127789	+	74	2	0	0	0	0	1
gene_0613	NC_001135.5	128470	130281	+	1812	571	799	540	403	453	567
gene_0614	NC_001135.5	130745	131542	-	798	732	872	595	559	670	917
gene_0615	NC_001135.5	132273	133124	-	852	25	21	13	2631	2715	3345
gene_0616	NC_001135.5	133724	136873	-	3150	1106	1513	1003	1005	1262	1399
gene_0617	NC_001135.5	137746	138996	+	1251	33435	45826	35011	16099	26213	32044
gene_0618	NC_001135.5	139185	140933	-	1749	202	229	166	227	316	440
gene_0619	NC_001135.5	141217	142170	-	954	123	166	104	102	145	213
gene_0620	NC_001135.5	142364	142546	-	183	82	118	73	65	40	51
gene_0621	NC_001135.5	142701	142771	-	71	0	0	0	0	0	0
gene_0622	NC_001135.5	143634	144506	+	873	293	414	289	117	131	206
gene_0623	NC_001135.5	144773	147634	-	2862	1235	1638	1137	912	999	1219
gene_0624	NC_001135.5	148238	148903	-	666	126	154	91	368	402	508
gene_0625	NC_001135.5	149920	149991	+	72	0	0	0	0	0	0
gene_0626	NC_001135.5	151284	151356	-	73	0	0	0	0	0	0
gene_0627	NC_001135.5	152837	153928	+	1092	160	200	163	116	169	178
gene_0628	NC_001135.5	154012	154659	-	648	49	70	42	71	85	116
gene_0629	NC_001135.5	154830	155096	-	267	198	278	165	116	137	161
gene_0630	NC_001135.5	155320	155556	+	237	225	354	161	85	100	129
gene_0631	NC_001135.5	156109	157107	-	999	85	76	57	585	2265	2689
gene_0632	NC_001135.5	157421	157765	-	345	2	7	8	3	4	13
gene_0633	NC_001135.5	158538	160373	-	1836	482	650	395	310	373	428
gene_0634	NC_001135.5	160744	162222	-	1479	253	303	218	161	191	260
gene_0635	NC_001135.5	162599	162865	-	267	2402	3115	1940	1598	2036	2487
gene_0636	NC_001135.5	162945	163067	-	123	2693	3397	2244	1790	2296	2776
gene_0637	NC_001135.5	163446	163856	-	411	26	27	21	20	20	23
gene_0638	NC_001135.5	164111	166339	-	2229	430	602	418	421	474	608
gene_0639	NC_001135.5	167370	167999	-	630	162	196	166	123	142	147
gene_0640	NC_001135.5	168301	168372	-	72	0	0	0	0	0	0
gene_0641	NC_001135.5	170886	172424	-	1539	372	539	376	264	320	389
gene_0642	NC_001135.5;NC_001135.5	172950;173199	173115;173440	-;-	408	690	870	618	625	836	1081
gene_0643	NC_001135.5	173826	176438	-	2613	634	873	652	615	683	836
gene_0644	NC_001135.5	177183	177282	+	100	2	12	5	6	2	4
gene_0645	NC_001135.5;NC_001135.5	177500;178214	177906;178220	-;-	414	6382	8958	6506	1887	1942	2617
gene_0646	NC_001135.5	178610	178798	-	189	3	3	5	2	0	2
gene_0647	NC_001135.5	179520	186023	+	6504	407	528	372	357	471	495
gene_0648	NC_001135.5	186489	190169	+	3681	616	819	590	488	527	629
gene_0649	NC_001135.5	190592	191635	+	1044	1481	1946	1367	451	452	693
gene_0650	NC_001135.5	191834	193018	-	1185	443	568	423	253	270	386
gene_0651	NC_001135.5	193297	194298	+	1002	442	504	311	326	412	554
gene_0652	NC_001135.5	194414	197185	-	2772	608	872	617	385	474	583
gene_0653	NC_001135.5	197621	199549	-	1929	66	69	57	81	98	127
gene_0654	NC_001135.5	199546	200178	-	633	0	0	0	0	0	0
gene_0655	NC_001135.5	200442	200969	+	528	0	0	0	0	0	0
gene_0656	NC_001135.5	200911	201243	+	333	0	0	0	0	1	0
gene_0657	NC_001135.5	201174	205397	-	4224	643	831	614	520	626	809
gene_0658	NC_001135.5	206261	206644	-	384	361	462	401	97	76	127
gene_0659	NC_001135.5	206877	207950	-	1074	480	600	442	164	219	309
gene_0660	NC_001135.5	208135	209610	-	1476	199	193	184	123	117	117
gene_0661	NC_001135.5	209914	210423	-	510	442	473	369	309	327	440
gene_0662	NC_001135.5	210718	211545	-	828	532	706	566	327	326	553
gene_0663	NC_001135.5	211929	213761	+	1833	384	485	386	135	181	250
gene_0664	NC_001135.5	213464	213772	-	309	4	3	4	2	2	0
gene_0665	NC_001135.5	214071	214739	+	669	408	582	444	431	406	563
gene_0666	NC_001135.5	214994	216445	+	1452	360	453	384	283	260	341
gene_0667	NC_001135.5	216697	218241	+	1545	1692	2384	1654	998	1290	1628
gene_0668	NC_001135.5	218376	220067	-	1692	168	233	164	163	181	209
gene_0669	NC_001135.5	220457	223228	-	2772	729	1092	887	267	312	387
gene_0670	NC_001135.5	223454	224230	-	777	343	405	324	175	170	249
gene_0671	NC_001135.5	224399	224734	+	336	130	184	107	116	106	156
gene_0672	NC_001135.5	225563	227458	+	1896	196	257	204	249	305	345
gene_0673	NC_001135.5;NC_001135.5	227942;227998	227978;228042	+;+	82	5	0	0	1	0	2
gene_0674	NC_001135.5	228318	228791	+	474	82	111	73	38	33	52
gene_0675	NC_001135.5	229310	231004	+	1695	402	562	362	247	251	314
gene_0676	NC_001135.5	231500	232963	+	1464	112	145	115	92	127	138
